Time,Steps,Total Steps
22:07:00,0,9162
22:08:00,0,9162
22:09:00,0,9162
22:10:00,0,9162
22:11:00,0,9162
22:12:00,0,9162
22:13:00,0,9162
22:14:00,0,9162
22:15:00,0,9162
22:16:00,0,9162
22:17:00,0,9162
22:18:00,0,9162
22:19:00,0,9162
22:20:00,0,9162
22:21:00,0,9162
22:22:00,0,9162
22:23:00,0,9162
22:24:00,0,9162
22:25:00,0,9162
22:26:00,0,9162
22:27:00,0,9162
22:28:00,0,9162
22:29:00,0,9162
22:30:00,0,9162
22:31:00,0,9162
22:32:00,0,9162
22:33:00,0,9162
22:34:00,0,9162
22:35:00,0,9162
22:36:00,0,9162
22:37:00,0,9162
22:38:00,0,9162
22:39:00,0,9162
22:40:00,0,9162
22:41:00,0,9162
22:42:00,0,9162
22:43:00,0,9162
22:44:00,0,9162
22:45:00,0,9162
22:46:00,0,9162
22:47:00,0,9162
22:48:00,0,9162
22:49:00,0,9162
22:50:00,0,9162
22:51:00,0,9162
22:52:00,0,9162
22:53:00,0,9162
22:54:00,0,9162
22:55:00,0,9162
22:56:00,0,9162
22:57:00,0,9162
22:58:00,0,9162
22:59:00,0,9162
23:00:00,0,9162
23:01:00,0,9162
23:02:00,0,9162
23:03:00,0,9162
23:04:00,0,9162
23:05:00,0,9162
23:06:00,0,9162
23:07:00,0,9162
23:08:00,0,9162
23:09:00,0,9162
23:10:00,0,9162
23:11:00,0,9162
23:12:00,0,9162
23:13:00,0,9162
23:14:00,0,9162
23:15:00,0,9162
23:16:00,0,9162
23:17:00,0,9162
23:18:00,0,9162
23:19:00,0,9162
23:20:00,0,9162
23:21:00,0,9162
23:22:00,0,9162
23:23:00,0,9162
23:24:00,0,9162
23:25:00,0,9162
23:26:00,0,9162
23:27:00,0,9162
23:28:00,0,9162
23:29:00,0,9162
23:30:00,0,9162
23:31:00,0,9162
23:32:00,0,9162
23:33:00,0,9162
23:34:00,0,9162
23:35:00,0,9162
23:36:00,0,9162
23:37:00,0,9162
23:38:00,0,9162
23:39:00,0,9162
23:40:00,0,9162
23:41:00,0,9162
23:42:00,0,9162
23:43:00,0,9162
23:44:00,0,9162
23:45:00,0,9162
23:46:00,0,9162
23:47:00,0,9162
23:48:00,0,9162
23:49:00,0,9162
23:50:00,0,9162
23:51:00,0,9162
23:52:00,0,9162
23:53:00,0,9162
23:54:00,0,9162
23:55:00,0,9162
23:56:00,0,9162
23:57:00,0,9162
23:58:00,0,9162
23:59:00,0,9162
